global_idx,Breast,Lung,Bowel,Prostate,Cervix,Skin,Myeloid,Lymphoid,Brain,Liver,Ovary,Stomach
1279,0,0,1,0,0,0,0,1,0,0,0,0
1024,1,1,1,1,0,1,0,0,0,1,0,0
700,1,0,1,0,1,1,1,1,0,0,1,1
383,1,1,0,1,0,1,1,1,0,1,0,1
1587,1,1,0,0,0,0,0,0,0,0,0,0
1452,0,1,0,0,0,1,0,0,0,0,0,0
542,1,1,0,0,0,1,0,1,0,1,0,1
567,0,0,1,0,1,0,0,0,0,0,0,0
1875,1,1,0,1,0,1,0,0,0,0,0,0
1468,0,0,0,1,0,1,0,0,0,0,0,0
1482,0,1,1,0,0,0,0,0,0,0,0,0
604,1,1,0,0,0,0,0,0,0,0,0,0
1873,0,0,0,0,0,1,0,0,0,1,0,0
1417,0,0,0,0,0,1,1,0,0,0,0,0
728,1,1,0,0,0,0,0,0,0,0,0,0
692,0,1,0,0,0,0,0,1,0,0,0,0
1637,0,0,0,0,1,0,0,0,0,0,0,1
386,0,0,0,0,1,0,0,0,1,0,0,0
597,0,1,0,1,0,0,1,1,0,0,0,0
719,0,0,0,0,0,0,1,0,1,0,0,0
982,1,1,1,1,1,0,0,0,0,1,0,0
716,1,1,0,1,1,1,1,1,1,1,0,1
652,1,0,0,0,1,1,1,0,1,1,1,1
1194,1,0,1,1,0,0,1,1,0,0,1,0
1644,1,1,1,1,0,0,1,0,0,1,0,0
617,0,0,0,0,0,1,0,0,0,1,0,0
661,1,1,0,1,1,0,1,0,1,1,0,1
720,0,0,0,0,1,0,1,0,0,0,0,0
1899,1,1,0,0,0,1,0,0,0,0,1,0
1921,0,1,0,0,0,0,0,0,0,1,0,0
1929,1,0,1,0,0,0,0,0,0,0,0,0
733,1,0,0,0,0,0,0,0,1,0,0,0
1267,1,0,1,0,1,1,0,1,1,1,0,1
336,1,1,1,1,1,1,1,0,1,0,1,1
1731,1,1,0,0,0,0,0,0,0,0,0,0
235,0,0,1,1,0,0,0,0,0,0,0,0
608,0,0,1,0,0,0,0,0,0,1,0,0
1336,1,0,0,0,1,0,0,0,1,0,1,0
1099,1,0,0,0,0,0,0,0,0,0,0,1
791,1,0,0,0,0,0,1,1,0,1,0,0
134,0,0,0,1,0,0,1,0,0,0,0,0
514,1,0,0,1,0,0,0,0,0,0,0,0
1166,1,1,0,1,0,1,1,1,0,0,0,0
1860,0,1,1,0,0,0,0,0,0,0,0,0
1008,0,0,0,0,1,0,0,0,0,0,1,0
1206,1,1,1,1,1,1,1,1,0,1,0,1
286,1,1,1,1,1,1,1,1,1,0,1,0
819,0,1,0,1,0,0,1,1,1,0,1,0
1525,1,0,0,1,0,0,0,0,1,0,1,0
1286,1,0,1,0,0,0,0,0,0,0,0,0
115,1,1,1,1,1,1,0,0,0,1,0,1
1647,0,1,0,0,0,1,0,0,0,0,0,0
1273,1,1,1,1,1,1,1,1,1,0,0,1
568,0,0,1,0,0,0,0,0,0,1,0,0
758,0,1,0,0,0,0,0,0,0,0,1,0
314,1,1,1,1,1,0,0,1,1,1,1,1
1828,0,0,1,1,0,0,0,0,0,0,0,0
1609,0,1,0,1,0,0,0,0,0,0,0,0
1756,1,1,1,0,0,0,1,1,1,0,0,0
266,1,1,0,0,0,1,1,0,0,0,1,1
1737,0,1,0,0,1,0,0,0,0,0,0,0
49,0,1,0,0,0,1,0,0,0,0,0,0
1887,1,0,1,0,0,1,0,0,1,0,0,0
953,0,0,0,1,0,0,0,0,0,1,0,0
1661,0,1,0,1,0,1,1,1,0,0,1,0
393,1,0,0,0,0,0,1,0,0,0,0,0
1908,1,0,0,0,1,0,0,0,1,1,0,0
1928,0,0,1,0,0,0,1,1,0,0,0,1
8,1,0,0,0,0,0,1,0,0,0,1,1
1950,0,0,0,1,0,0,0,0,0,1,0,0
1037,0,0,1,0,0,0,0,0,0,0,1,0
202,1,0,1,1,0,0,0,1,1,0,1,0
1582,0,1,0,0,0,0,1,0,0,0,0,0
5,1,0,1,0,1,1,1,0,0,0,1,0
1641,0,0,0,0,1,0,0,0,0,0,0,1
914,1,0,0,0,0,0,0,0,0,1,0,0
1527,1,0,0,0,0,0,0,1,0,0,1,1
29,1,1,1,0,1,1,0,1,0,0,1,1
1785,0,0,1,0,0,0,0,0,0,1,0,0
602,0,1,0,0,0,0,0,0,0,0,1,0
39,1,1,0,0,0,0,0,0,0,0,0,0
75,1,1,0,1,0,1,0,0,0,1,0,1
1654,0,0,0,1,1,1,1,1,0,1,0,0
1195,0,1,0,0,0,1,0,0,0,0,0,0
1577,0,0,0,0,0,0,0,0,0,0,1,1
1611,0,1,0,0,0,0,1,1,0,0,1,0
1175,0,0,1,0,1,1,0,0,0,0,0,1
891,1,1,0,1,1,1,1,1,1,1,1,0
565,1,0,0,0,0,0,0,0,0,0,0,1
432,1,1,1,1,1,0,1,0,1,1,1,1
1721,1,0,1,0,0,1,0,1,0,0,0,0
1199,1,1,1,0,1,0,1,1,0,0,0,0
468,1,0,0,1,0,0,0,0,0,0,0,0
1850,1,0,0,0,1,0,0,0,1,0,1,0
977,0,0,0,0,0,0,0,1,0,1,0,0
1532,1,0,0,1,0,0,0,1,0,1,0,0
1157,1,1,1,1,1,1,1,1,0,1,0,1
760,1,1,0,0,0,0,0,0,0,0,0,0
1425,1,0,0,0,0,1,1,1,0,0,0,0
611,1,0,1,1,1,1,1,1,1,1,0,1
744,1,1,1,1,1,1,1,1,0,0,1,1
901,0,0,0,0,1,0,0,0,0,0,0,1
643,0,0,1,0,1,1,1,1,1,0,0,0
944,1,0,0,0,0,0,1,0,1,1,0,0
1562,0,0,0,0,0,0,1,0,0,1,0,0
229,0,0,0,1,0,0,1,1,0,1,0,0
1507,0,0,1,0,0,0,0,0,0,0,1,0
1902,1,0,0,0,1,1,0,0,0,1,0,0
1618,1,0,0,0,0,0,1,0,0,0,0,0
379,1,1,1,1,1,0,0,0,0,1,1,1
935,0,1,0,0,0,0,1,0,0,0,0,0
959,0,1,0,0,1,0,0,0,0,0,0,0
946,0,0,1,0,0,0,0,1,0,1,0,1
1746,1,0,1,0,0,0,1,1,0,0,0,0
1186,1,1,1,0,0,0,1,1,1,1,1,0
765,1,1,1,1,1,1,1,1,1,1,1,1
1816,0,0,1,1,0,0,1,0,0,1,0,0
1523,1,1,1,1,1,1,0,1,1,0,1,1
1914,1,0,1,0,1,1,0,0,1,0,0,1
762,1,1,1,1,0,0,1,0,1,0,1,1
119,1,1,1,0,0,1,1,0,1,1,0,1
289,1,1,1,1,1,1,1,0,0,1,1,1
1136,1,0,0,0,0,1,0,0,0,0,0,0
1143,1,0,0,0,0,0,0,0,0,1,0,0
1924,1,1,1,0,1,1,1,1,1,0,1,1
1690,1,0,0,0,0,0,0,0,0,0,0,1
1320,0,1,1,0,0,0,0,0,0,0,0,0
533,1,1,0,0,1,1,0,1,1,0,0,0
192,1,0,1,1,0,0,1,1,0,0,0,1
1478,0,0,1,0,1,0,0,0,0,0,0,0
159,0,1,0,0,0,1,0,1,0,0,0,1
37,1,1,0,1,0,1,1,1,1,1,1,1
648,0,0,1,1,1,0,1,1,0,0,0,1
1078,0,1,0,0,0,0,1,0,0,0,0,0
889,1,1,1,1,1,0,0,1,1,1,0,0
1140,0,0,0,0,0,0,1,0,0,1,0,0
842,1,0,0,0,0,0,0,0,0,1,0,0
900,0,0,0,0,0,0,0,0,1,0,0,1
1165,1,0,0,0,1,1,1,1,1,0,0,0
1265,1,0,1,1,1,1,0,1,1,1,1,1
1312,0,0,0,0,0,1,0,1,0,0,0,0
1796,0,0,0,0,0,1,1,1,0,1,0,0
702,0,1,0,0,1,1,1,1,1,0,0,0
1905,1,0,0,1,0,1,0,0,0,0,0,1
1213,1,0,0,0,0,0,1,1,1,0,0,0
328,1,1,1,1,1,1,1,1,0,1,1,0
768,1,1,1,1,1,1,1,1,1,1,1,1
273,1,1,1,1,1,0,1,0,1,1,1,1
1321,0,0,1,1,0,0,1,1,0,1,1,0
70,0,1,0,1,0,0,0,1,0,0,0,1
492,0,0,0,0,0,0,0,1,0,1,0,0
543,0,0,0,1,1,1,0,0,0,1,0,0
109,1,1,1,0,0,1,0,0,0,0,0,0
1627,0,0,0,1,0,1,0,0,0,0,0,0
1339,0,0,0,1,0,0,0,0,0,0,0,1
456,1,0,1,0,0,1,1,0,1,0,0,1
1655,0,0,0,1,1,1,1,1,1,0,0,0
429,1,0,0,0,1,0,0,0,0,0,0,0
313,1,1,1,1,1,1,1,1,0,0,1,1
672,1,0,0,0,0,0,0,0,0,0,1,0
163,1,0,0,0,0,1,1,1,0,0,0,0
622,0,1,0,1,0,1,1,1,0,1,0,0
1689,0,1,0,0,0,0,0,0,0,0,1,0
1155,0,0,0,0,1,1,0,1,0,0,0,1
294,1,1,1,1,1,0,1,1,1,1,0,1
1263,0,0,0,0,0,0,0,0,1,0,0,1
1949,0,0,0,1,0,0,0,0,0,0,0,1
912,1,0,0,0,0,0,1,0,0,0,0,0
1743,0,0,0,0,0,0,1,1,0,0,1,1
1945,1,0,0,0,0,0,0,1,0,0,0,0
783,1,1,1,1,1,1,1,1,1,1,1,1
838,1,0,0,1,0,1,1,1,0,0,0,1
193,1,0,1,1,1,0,0,1,0,0,1,0
969,0,1,0,0,0,0,1,0,0,0,0,0
1094,1,0,0,1,1,1,0,1,1,1,1,0
550,1,1,1,0,1,1,1,0,0,1,1,0
689,1,1,1,1,1,1,1,1,1,1,1,1
67,0,1,0,0,0,1,0,0,0,0,0,0
108,1,1,0,1,0,1,0,0,0,0,0,0
766,1,1,1,1,1,1,1,1,1,1,1,1
951,0,1,0,0,0,0,0,0,0,0,0,1
1672,0,0,0,1,0,0,0,1,0,0,0,0
1204,1,1,1,1,1,1,0,1,1,1,0,1
596,1,0,0,0,1,0,0,0,0,0,0,0
1534,0,0,1,0,0,0,1,0,0,0,0,0
93,0,0,1,0,0,0,0,1,0,0,0,0
770,1,1,0,0,1,0,0,0,1,1,1,0
1774,1,1,1,1,1,1,1,1,0,0,0,0
1370,1,0,0,0,0,1,0,0,0,0,0,0
505,1,1,1,1,1,1,1,0,0,1,0,0
275,1,1,1,1,1,0,1,1,0,1,1,1
253,0,0,0,0,0,0,0,0,1,0,1,0
1429,0,1,1,0,0,0,0,0,0,0,0,0
31,1,1,1,1,0,1,1,0,1,1,1,1
516,1,0,0,0,1,1,0,1,0,0,0,0
1693,0,0,0,0,0,0,0,0,0,1,0,1
81,1,0,1,1,0,1,0,1,0,0,0,1
599,0,0,1,0,0,1,0,0,0,0,0,0
730,0,0,0,0,0,0,1,0,0,1,0,0
1289,1,0,0,0,0,0,0,0,0,1,0,0
152,0,0,0,1,1,0,0,0,0,0,0,0
1701,0,0,1,0,1,0,0,0,0,0,0,0
167,1,1,0,0,0,0,0,0,0,0,0,0
1541,1,0,0,0,0,0,0,1,0,0,0,0
310,1,1,1,1,1,0,1,1,1,1,0,1
401,0,1,0,0,0,0,0,0,1,0,0,0
373,1,1,1,1,1,1,1,0,1,1,1,0
1276,1,0,0,0,0,0,0,1,0,0,0,0
1138,0,1,0,1,0,0,0,0,0,1,1,0
1122,1,0,1,0,0,0,0,0,1,0,0,1
1663,0,0,0,1,0,0,1,1,1,0,1,1
1382,0,0,1,0,0,0,0,0,1,0,0,0
1763,1,0,0,0,0,0,1,1,1,0,1,1
1174,1,1,1,1,1,1,0,1,1,1,0,1
999,1,1,0,0,0,1,0,1,1,0,0,1
961,0,1,0,0,0,0,0,0,1,0,0,0
663,0,1,0,0,0,0,0,0,1,0,0,0
1575,1,0,0,0,0,0,0,0,0,0,0,1
218,1,0,0,0,0,0,0,0,0,1,0,0
1061,0,1,0,0,0,0,0,1,0,1,1,0
824,1,1,0,1,1,0,1,1,0,0,0,0
1778,1,0,1,0,1,1,1,1,0,1,1,0
264,1,1,0,0,0,0,0,0,0,0,0,0
1511,1,1,0,0,1,1,1,1,0,1,1,0
1219,1,0,1,1,0,1,0,0,0,0,0,0
1683,1,0,1,1,0,1,1,0,1,1,1,0
1656,0,0,0,1,0,0,1,1,1,0,1,1
1296,1,0,0,0,0,0,0,0,0,1,0,0
88,1,1,0,1,1,1,0,1,0,1,0,1
1717,1,0,1,0,0,0,0,0,0,0,0,0
1414,0,1,0,1,1,0,1,0,0,0,0,0
798,1,0,0,1,0,0,0,0,0,0,0,0
922,1,0,0,0,0,1,0,0,0,0,0,0
668,1,0,0,0,0,0,0,0,1,0,0,0
559,1,0,1,0,0,1,0,0,0,1,0,0
1505,0,1,0,0,0,0,1,0,0,0,0,0
885,0,1,0,1,1,0,0,0,0,1,0,0
333,1,1,1,1,1,1,1,0,1,1,1,0
1593,1,0,0,0,0,0,1,1,0,0,1,0
588,1,0,0,0,1,0,0,0,0,0,0,0
258,1,1,1,1,1,0,0,1,0,1,0,1
246,1,0,0,0,0,1,0,0,0,0,0,0
1357,1,0,1,0,1,0,0,0,1,1,1,0
1358,1,0,0,1,1,1,0,1,0,0,0,1
1742,0,0,0,1,0,0,1,0,0,0,0,0
1493,1,0,0,1,0,1,0,0,0,1,0,0
1755,1,0,0,0,0,1,1,1,0,1,1,0
1463,1,0,0,1,0,0,0,0,0,0,1,1
42,0,0,0,0,0,0,1,1,0,1,0,1
1475,1,1,1,1,1,1,1,1,1,1,1,1
957,0,1,0,0,1,0,0,0,0,0,0,0
330,1,1,1,1,1,1,1,1,0,1,0,1
1799,0,0,1,0,0,0,1,1,0,1,0,0
887,0,0,1,1,1,0,1,0,0,0,1,1
1554,1,0,0,1,1,1,1,1,1,1,0,0
877,0,1,1,1,1,0,1,1,1,1,0,0
1290,1,0,0,0,0,0,0,1,0,0,0,0
1079,1,1,0,0,0,1,1,0,0,0,0,0
334,1,1,1,1,1,1,1,0,1,0,1,1
1524,0,1,0,0,1,1,1,1,1,1,0,1
1103,1,1,0,1,1,1,0,1,1,1,1,1
364,1,1,1,1,1,1,1,1,0,0,1,1
899,1,0,0,0,0,0,0,0,1,0,0,0
187,1,1,0,0,0,0,0,0,0,0,0,0
397,1,1,1,1,1,1,0,0,1,1,1,1
1011,0,0,0,0,1,0,0,0,0,1,0,0
1718,1,0,0,0,0,0,0,0,1,0,0,0
852,0,0,0,0,0,0,1,0,1,0,0,0
1226,0,1,0,1,0,0,0,0,0,0,0,0
230,0,1,0,0,0,0,1,1,1,0,0,0
593,0,0,1,0,1,0,0,0,0,1,1,0
1687,1,1,1,0,1,0,0,1,1,1,0,1
1713,1,0,0,0,1,0,0,0,0,0,0,0
868,1,1,1,1,1,1,1,1,1,1,1,1
1035,0,1,0,0,0,0,1,0,0,0,0,0
583,0,0,1,0,0,0,0,0,0,1,0,0
881,1,1,0,0,0,0,0,0,0,0,0,0
1586,0,1,0,0,0,0,1,0,0,0,0,0
255,0,0,0,0,1,0,0,0,0,0,1,0
1681,1,0,0,0,0,0,0,0,0,0,1,0
332,1,1,1,1,1,1,1,0,1,1,0,1
126,1,0,0,0,0,1,0,1,0,0,1,0
21,1,1,0,0,0,0,0,0,0,1,1,0
764,1,1,1,1,1,1,1,1,1,1,1,1
749,1,1,1,0,1,0,1,1,0,1,0,1
1859,0,1,0,0,0,0,1,0,0,0,0,0
1942,1,0,0,0,0,1,1,0,0,1,0,0
1408,0,0,1,0,0,1,0,0,0,0,0,0
1447,1,0,0,0,0,1,0,0,0,0,0,0
1225,0,0,0,1,0,0,0,0,1,0,0,0
1732,0,0,1,0,0,0,0,0,1,0,0,0
1294,1,0,0,0,0,0,0,1,0,0,0,0
1952,1,1,0,0,0,1,1,1,0,0,0,1
1401,0,0,1,1,1,0,1,1,1,1,0,1
1696,0,1,0,0,0,0,0,0,0,1,0,0
973,0,0,1,1,0,1,0,0,0,0,0,1
1736,0,0,0,0,1,0,0,0,0,1,0,0
318,1,1,1,1,1,0,1,1,1,1,1,0
1552,0,0,1,0,0,0,0,0,0,0,1,0
1052,1,1,0,1,1,1,1,0,1,1,1,1
983,0,1,0,1,0,0,0,0,1,1,0,0
348,1,1,1,1,1,0,1,0,1,1,1,1
1212,1,1,1,1,1,1,1,1,1,1,1,1
823,1,0,0,1,1,0,1,1,1,0,0,0
374,1,1,1,1,1,1,1,0,0,1,1,1
485,0,0,0,0,1,0,0,1,0,0,0,0
1616,0,0,0,0,0,1,0,0,0,0,1,0
1906,1,0,0,1,1,1,0,0,0,0,0,0
388,0,1,0,0,0,0,0,1,0,0,0,0
884,0,0,0,0,0,1,1,0,0,0,0,0
524,1,1,1,1,1,1,1,1,1,1,1,1
479,1,1,0,1,0,1,1,0,1,1,0,1
144,0,0,1,0,1,0,0,0,0,0,1,1
1638,0,0,1,0,0,0,0,0,0,0,0,1
1236,0,0,0,0,0,0,0,0,0,0,1,1
1936,0,0,1,1,0,0,1,0,0,0,0,1
609,0,0,0,0,0,0,0,1,0,1,0,0
470,1,1,0,1,0,0,1,0,1,1,1,1
1254,0,1,0,0,0,0,0,0,0,1,0,0
1937,0,0,1,1,0,0,0,0,1,0,1,0
46,1,1,1,1,1,0,1,1,1,0,0,0
369,1,1,1,1,0,0,0,1,0,1,1,1
457,1,1,0,0,0,1,1,0,0,0,0,0
1882,1,1,0,0,0,1,0,0,0,0,1,0
507,1,1,0,1,1,1,0,1,1,1,1,1
26,1,1,0,1,0,0,0,0,0,0,1,0
1270,1,1,1,1,1,1,1,1,1,1,1,1
63,0,1,0,1,0,0,0,0,0,0,0,0
1795,0,0,0,0,0,1,1,1,0,0,0,1
1021,0,0,1,0,0,0,0,0,0,0,0,1
802,1,0,1,1,0,0,1,1,0,0,0,1
1910,0,0,0,0,1,1,1,0,1,0,0,0
1081,1,1,0,1,0,1,0,0,0,0,0,0
1384,0,0,1,0,0,0,0,0,0,0,0,1
128,0,0,0,0,0,1,0,0,0,1,0,0
223,0,0,0,1,0,0,0,0,1,0,0,0
795,1,1,1,1,1,1,0,1,0,1,0,0
1318,0,0,0,0,1,0,0,0,0,1,0,0
529,1,1,1,1,1,1,1,1,1,1,1,1
1629,1,0,0,1,0,0,0,0,0,0,0,0
1444,0,1,1,0,0,0,1,0,0,1,0,0
478,1,1,0,1,1,1,0,1,0,1,1,0
376,1,1,1,1,1,1,1,0,1,1,1,0
1252,0,0,1,1,1,0,0,0,0,1,0,0
302,1,1,1,1,1,1,1,0,1,1,1,0
1752,1,1,0,0,1,0,1,1,0,1,0,0
385,1,1,0,0,1,1,0,1,1,0,1,1
1034,0,1,0,0,0,0,0,0,0,1,0,0
1931,1,0,0,0,0,0,0,0,1,0,0,0
536,1,1,1,1,0,1,1,0,1,0,1,0
873,0,0,0,0,0,1,0,0,1,0,0,0
1149,1,1,0,0,0,0,0,0,0,1,0,1
498,0,1,1,0,1,0,1,1,0,1,0,0
1571,1,1,1,1,0,1,1,1,0,0,0,1
243,0,1,1,1,1,0,0,0,1,1,1,1
233,1,0,0,0,0,0,0,0,0,0,1,0
1288,0,0,1,0,0,0,1,0,0,0,0,0
1474,0,0,1,0,1,0,0,0,0,1,0,1
940,0,0,0,0,0,0,1,1,0,0,0,0
1674,1,0,1,1,1,0,1,0,0,0,0,1
125,0,0,0,1,0,0,1,0,0,0,0,0
1441,0,0,0,0,1,1,0,0,0,0,0,0
869,1,1,1,1,1,1,1,1,1,1,1,1
1388,0,1,1,0,0,0,0,0,0,0,0,0
155,0,0,1,0,1,0,0,0,0,0,0,0
157,0,1,1,0,1,0,0,0,1,0,0,0
1811,1,0,0,1,0,0,0,0,0,0,1,1
53,0,1,0,1,1,0,0,0,0,1,0,0
84,0,0,0,1,0,0,1,1,0,0,1,0
1404,0,0,1,0,0,0,0,0,0,0,0,1
788,1,1,1,1,1,1,1,0,0,0,0,1
1060,1,1,1,1,1,1,0,1,1,0,1,1
1625,0,0,1,0,0,0,0,0,0,0,0,1
1227,0,1,0,0,0,1,0,0,0,0,0,0
726,1,0,1,0,0,1,1,0,0,0,0,0
353,1,1,1,1,1,0,1,1,1,1,0,1
89,0,1,0,0,0,0,1,0,0,0,0,0
1631,1,0,0,1,0,0,0,0,0,0,0,0
1761,1,0,1,0,0,0,1,1,0,1,0,1
1243,0,0,0,0,1,0,1,0,0,0,0,0
1669,0,1,1,1,1,0,1,1,0,0,1,1
1705,0,1,0,0,0,0,0,0,0,1,0,0
153,0,0,1,0,1,0,0,0,0,0,0,0
113,0,1,0,0,0,1,0,0,0,0,0,0
1840,1,0,0,1,0,1,0,0,0,1,0,0
1172,1,1,1,1,1,0,1,1,1,0,1,1
1691,1,0,0,0,0,0,0,0,0,1,0,0
1389,0,1,0,0,0,0,1,0,0,0,0,0
304,0,1,0,0,0,0,1,0,0,0,0,0
146,0,1,1,0,1,1,0,0,0,0,0,0
1129,0,1,1,0,1,1,1,1,0,1,0,1
521,1,1,0,1,0,0,0,0,0,1,0,0
1476,1,0,1,0,0,0,1,1,0,0,0,0
634,1,1,0,0,0,0,0,0,0,0,0,0
1406,0,0,0,0,0,1,0,0,0,0,0,1
1311,1,0,0,0,0,0,0,1,1,0,1,0
1502,0,0,0,0,1,0,0,0,0,0,1,0
1712,0,0,0,1,1,0,0,0,1,0,1,0
724,0,1,0,0,0,0,1,0,0,0,0,0
4,0,0,1,0,0,0,0,0,1,0,0,0
996,0,0,0,0,0,0,0,0,1,1,0,0
988,0,1,1,0,1,0,1,0,0,1,1,0
1699,0,1,1,0,0,0,0,0,0,0,0,0
919,1,0,1,1,0,1,1,1,0,0,0,0
1191,1,0,1,0,0,0,1,1,1,0,1,0
1409,1,0,0,1,0,0,0,0,0,0,0,0
723,0,0,1,1,1,1,0,0,0,1,0,1
1183,1,1,1,1,0,1,1,1,1,0,1,1
814,1,1,0,0,0,1,1,1,0,1,0,0
650,1,1,1,1,1,0,1,1,0,0,0,1
1944,0,1,1,0,1,0,0,0,0,0,1,0
138,0,0,0,0,1,0,0,0,1,0,0,0
279,1,1,1,1,1,1,1,0,1,0,1,1
1145,1,1,1,1,1,1,1,0,1,0,1,1
51,1,0,1,1,0,0,1,1,1,0,1,1
515,1,1,1,0,0,1,0,0,1,1,0,0
447,0,1,1,0,0,1,0,0,1,0,0,0
431,0,0,1,0,1,1,1,1,1,1,0,1
434,0,0,1,0,0,0,0,0,1,0,0,0
1709,0,0,1,0,0,0,1,0,0,0,0,0
590,1,1,1,0,1,1,0,1,0,1,1,0
1771,1,0,1,0,1,1,1,1,1,0,1,0
656,0,0,1,1,1,1,1,1,1,1,0,0
189,0,0,0,0,1,0,0,0,0,1,0,0
341,1,1,1,1,1,1,1,1,0,0,1,1
1365,1,0,0,0,0,0,0,0,0,0,0,1
307,1,1,1,1,1,1,0,1,0,1,1,1
1162,1,0,1,0,0,1,1,1,1,0,0,0
211,0,0,0,0,0,1,1,0,0,0,0,0
757,1,1,0,1,0,0,1,1,1,1,0,1
1448,1,0,0,1,0,0,0,0,0,0,0,0
1412,1,0,1,0,0,0,0,0,0,0,0,0
1861,0,1,0,0,0,0,0,0,1,0,0,0
293,1,1,1,1,1,1,1,1,0,1,1,0
1817,1,0,1,0,1,0,1,1,0,1,1,1
32,1,0,1,0,1,0,1,1,1,1,1,0
840,1,0,0,0,1,0,0,1,1,0,0,0
1830,1,0,0,0,0,1,0,0,1,0,0,1
