global_idx,Breast,Lung,Bowel,Prostate,Cervix,Skin,Myeloid,Lymphoid,Brain,Liver,Ovary,Stomach
152,0,0,0,0,1,0,0,1,0,0,0,0
1701,0,0,1,0,0,0,0,0,1,0,0,0
167,1,0,0,0,0,0,0,0,0,0,0,1
1541,1,0,0,0,1,0,0,0,0,0,0,0
310,1,1,1,1,1,1,0,1,1,0,1,1
401,0,1,1,0,0,0,0,0,0,0,0,0
373,1,1,1,1,1,0,1,1,1,1,0,1
1276,1,0,1,0,0,0,0,0,0,0,0,0
1138,0,1,1,0,0,1,0,0,0,0,1,0
1122,0,1,1,0,0,0,0,1,1,0,0,0
1663,0,0,1,1,0,0,1,1,0,1,0,1
1382,0,0,1,0,0,0,0,0,0,0,1,0
1763,1,0,1,0,0,1,1,1,0,1,0,0
1174,1,1,1,1,1,0,1,1,1,0,1,1
999,1,1,0,0,0,0,1,0,1,0,1,1
961,0,1,0,0,0,0,0,0,0,1,0,0
663,0,1,0,0,0,0,0,0,0,0,1,0
1575,1,0,0,0,0,0,0,1,0,0,0,0
218,1,0,0,0,0,0,0,0,0,0,1,0
1061,0,1,0,0,0,0,1,0,1,1,0,0
824,1,0,0,0,0,1,1,1,0,1,0,1
1778,0,0,1,1,1,1,1,1,0,0,1,1
264,1,0,0,1,0,0,0,0,0,0,0,0
1511,1,1,0,1,0,1,1,1,1,0,0,1
1219,1,0,0,0,0,1,0,0,1,0,1,0
1683,1,0,0,1,1,1,1,1,1,0,1,0
1656,0,0,1,1,1,1,1,1,0,0,0,0
1296,1,1,0,0,0,0,0,0,0,0,0,0
88,1,1,0,0,1,1,0,0,1,1,1,1
1717,1,0,0,0,0,0,0,0,0,1,0,0
1414,0,1,1,1,1,0,0,0,0,0,0,0
798,1,0,0,0,0,0,0,1,0,0,0,0
922,1,0,0,0,0,1,0,0,0,0,0,0
668,1,0,0,1,0,0,0,0,0,0,0,0
559,0,0,1,1,0,0,0,0,0,1,1,0
1505,0,0,0,0,0,0,1,0,1,0,0,0
885,1,1,0,0,0,0,0,0,0,1,1,0
333,1,1,1,1,1,1,1,1,0,0,1,1
1593,1,0,0,0,0,0,1,0,1,0,0,1
588,1,1,0,0,0,0,0,0,0,0,0,0
258,1,1,1,0,1,1,0,1,0,0,1,1
246,0,0,0,0,0,1,0,0,0,0,1,0
1357,1,0,1,0,0,0,1,0,1,1,0,1
1358,1,1,1,1,0,1,0,0,0,0,1,0
1742,0,0,0,1,0,0,1,0,0,0,0,0
1493,1,0,1,0,1,1,0,0,0,0,0,0
1755,1,0,0,0,1,1,1,1,0,0,0,1
1463,1,0,1,1,0,0,0,0,0,1,0,0
42,0,0,0,0,1,0,1,1,0,0,0,1
1475,1,1,1,1,1,1,1,1,1,1,1,1
957,0,1,0,0,1,0,0,0,0,0,0,0
330,1,1,1,1,1,0,1,1,0,1,1,1
1799,0,0,0,0,0,0,1,1,1,0,0,1
887,0,1,1,1,1,1,0,1,0,0,0,0
1554,1,1,1,1,0,0,1,1,1,1,0,0
877,0,1,1,1,1,0,1,1,0,0,1,1
1290,1,0,0,1,0,0,0,0,0,0,0,0
1079,1,1,0,0,1,0,0,1,0,0,0,0
334,1,1,1,1,1,1,0,1,1,1,0,1
1524,1,1,0,1,1,0,1,0,1,1,1,0
1103,1,1,1,1,0,1,1,1,1,0,1,1
364,1,1,1,1,1,1,0,1,1,0,1,1
899,1,0,0,0,1,0,0,0,0,0,0,0
187,0,1,0,0,0,0,0,0,0,0,0,1
397,1,1,1,1,1,0,1,1,1,0,1,1
1011,0,0,0,0,1,1,0,0,0,0,0,0
1718,1,0,0,0,0,0,0,0,1,0,0,0
368,1,1,1,1,1,1,0,1,1,0,1,1
1002,1,1,1,1,1,1,1,1,1,1,1,1
1306,0,0,0,1,1,0,0,0,0,0,0,0
1649,0,1,0,0,0,0,0,0,1,0,0,0
742,1,0,1,0,1,1,1,1,1,1,1,1
45,0,1,1,0,0,0,0,1,0,0,1,0
704,0,0,1,0,1,0,1,1,1,0,1,0
810,1,0,0,1,1,0,1,1,0,0,0,1
359,1,1,1,1,1,0,1,1,1,1,1,0
452,1,1,0,1,0,1,1,0,0,1,1,1
350,1,1,1,1,1,0,1,1,1,1,1,0
399,1,0,0,0,1,0,0,0,0,0,0,0
1829,0,0,0,1,0,0,0,0,1,0,0,0
15,0,0,1,0,0,0,0,0,1,0,1,1
1797,1,0,1,0,0,0,1,1,0,0,0,0
390,0,0,0,0,1,0,1,0,0,0,0,0
186,1,1,0,0,0,0,0,0,0,0,0,0
1119,1,1,1,1,1,1,1,0,1,1,0,1
906,1,0,0,0,0,0,0,0,0,0,0,1
1222,0,0,1,0,0,0,0,0,0,0,1,0
254,0,0,1,1,0,0,0,0,0,0,0,0
96,0,0,0,0,1,0,0,0,0,1,0,0
154,1,0,0,0,1,0,0,0,0,0,0,0
473,1,1,0,0,0,0,0,0,0,0,0,0
430,0,0,1,1,1,1,1,1,1,1,1,1
1292,0,0,0,1,1,0,0,0,0,0,0,0
337,1,1,1,1,1,1,0,0,1,1,1,1
1167,0,1,0,0,0,1,0,0,0,0,0,0
1353,1,1,0,0,0,0,1,0,0,1,0,0
1600,1,0,1,1,1,1,0,0,0,0,0,1
97,0,1,0,0,0,0,0,0,0,0,0,1
414,1,1,1,1,0,0,0,1,1,0,1,1
938,0,0,0,1,0,0,1,0,0,0,0,0
1083,0,1,0,0,0,0,0,1,0,0,0,0
380,0,0,1,0,0,0,0,0,0,0,0,1
205,1,0,1,1,0,1,0,0,0,0,1,1
439,0,1,0,0,0,1,0,0,0,0,0,0
1420,0,0,1,0,0,0,1,0,0,0,0,0
1585,0,1,1,0,0,0,0,0,0,0,0,0
511,1,1,1,1,0,1,1,1,1,1,0,1
1220,1,0,0,0,0,0,0,0,0,0,0,1
403,0,1,0,0,0,1,0,0,0,0,0,0
1048,1,0,1,1,0,1,1,1,1,1,1,1
1113,0,0,0,0,0,1,0,0,0,0,1,0
1201,1,1,1,1,1,1,0,0,1,1,1,1
1543,0,0,0,0,1,0,0,0,0,0,1,0
474,1,1,1,1,1,1,1,1,1,1,1,1
569,0,0,1,0,0,0,0,0,0,1,0,0
55,1,1,0,1,0,0,0,1,1,0,0,1
936,0,0,0,0,0,0,1,0,0,1,0,0
34,0,0,0,1,0,0,0,1,0,0,0,0
1613,0,1,1,1,0,0,1,0,1,0,0,1
1431,0,0,1,0,0,1,0,0,0,0,0,0
1343,1,0,1,0,1,0,1,1,1,0,1,1
674,0,0,0,0,0,0,1,0,0,0,0,1
324,1,1,1,1,1,1,0,1,0,1,1,1
1470,1,1,0,0,0,0,0,0,0,0,0,0
1810,0,0,1,0,0,0,1,1,0,0,1,0
610,0,0,0,0,0,0,0,0,0,1,1,0
234,0,0,0,1,0,0,0,0,0,1,0,0
145,0,0,1,0,1,1,0,0,0,0,0,1
1402,0,0,1,1,0,1,1,1,0,1,1,1
1588,0,1,0,0,1,0,0,0,0,0,0,0
1089,1,1,0,0,1,0,1,1,0,1,0,0
1109,1,1,0,0,0,0,1,1,1,1,0,0
990,0,0,0,0,0,0,0,0,0,1,1,0
1285,0,1,0,1,1,0,1,1,0,0,1,0
1300,1,0,0,0,0,0,0,0,0,0,0,1
943,1,0,0,0,0,0,1,0,0,0,0,0
997,1,1,1,1,0,1,1,0,0,0,0,0
1054,1,1,1,1,1,1,1,0,1,0,1,1
721,0,1,0,0,1,0,0,1,0,0,0,1
106,1,0,0,0,0,1,0,0,0,0,1,1
1653,1,0,0,0,0,0,0,0,1,0,0,0
174,0,0,1,0,0,1,0,0,0,0,0,0
1500,1,0,0,0,0,0,0,1,0,0,0,0
502,1,1,1,1,0,1,1,0,1,1,1,1
1576,0,1,1,0,0,0,0,0,0,0,0,0
344,1,1,1,1,1,0,1,1,1,1,1,0
161,0,0,0,0,1,1,0,1,0,1,0,0
60,0,1,0,0,0,0,0,0,1,0,0,0
1460,0,0,0,0,0,0,1,0,1,0,0,0
496,1,1,0,1,1,1,0,1,1,1,1,1
40,1,0,0,0,1,0,0,0,0,0,0,0
1171,1,1,1,1,1,0,1,1,0,1,1,1
633,1,0,0,0,0,0,1,0,0,0,0,0
1727,1,1,1,1,1,1,0,1,0,1,1,1
945,0,0,1,0,1,0,0,0,1,1,0,0
553,1,0,0,0,0,1,0,0,0,0,0,0
745,0,1,1,1,1,1,1,1,1,0,0,0
1617,0,0,0,0,0,0,0,1,0,0,1,0
1733,0,1,1,0,1,1,1,0,0,1,1,1
1608,0,1,1,0,0,0,0,0,0,0,0,0
709,1,0,1,0,0,0,0,0,1,0,0,1
449,1,0,1,0,1,1,0,0,1,0,1,0
870,0,1,0,1,1,0,0,0,1,1,1,0
878,0,1,1,1,1,0,1,1,0,0,1,1
1413,1,1,1,0,1,0,0,0,0,0,0,0
1477,0,0,0,1,1,0,0,0,0,0,0,0
1569,0,0,1,0,0,0,0,0,1,0,0,0
1786,1,0,0,0,0,0,0,0,0,0,1,0
101,0,0,1,0,1,0,0,1,1,0,0,0
1310,1,0,1,0,0,1,0,0,0,0,1,0
848,0,0,0,0,0,0,1,1,0,0,0,0
1531,1,0,0,1,0,1,0,1,0,0,0,0
581,1,0,0,0,0,0,0,1,0,0,0,0
811,1,1,1,0,0,0,1,1,0,0,0,1
1809,0,0,0,1,1,0,1,1,0,0,0,0
1695,1,1,1,0,0,0,0,0,0,0,1,0
1283,1,0,1,0,1,1,1,0,0,0,1,0
242,1,0,0,0,0,1,0,1,0,0,0,1
494,1,1,1,1,0,1,0,0,1,0,1,1
217,1,0,1,0,1,0,1,0,0,1,0,1
1007,0,0,0,0,0,0,0,1,1,0,0,0
237,1,0,0,1,1,0,1,0,0,1,0,1
932,1,0,0,1,0,1,0,0,1,1,0,1
1758,1,0,0,1,0,1,1,1,1,0,0,0
200,1,0,1,0,1,1,1,0,0,1,1,1
1041,0,0,0,1,0,0,0,0,0,1,0,0
1519,1,0,0,1,0,0,0,1,1,0,0,0
1284,0,1,1,0,0,1,1,0,1,0,0,1
854,1,1,0,1,1,0,0,1,1,1,0,1
301,1,1,1,1,1,1,1,0,1,1,1,0
520,1,1,0,1,0,1,1,1,1,0,1,0
410,0,0,1,0,1,0,0,0,0,0,0,0
1313,0,0,0,1,0,0,0,0,1,0,0,0
1381,0,0,1,1,0,0,0,0,0,0,0,0
1645,0,1,1,1,0,0,0,1,1,0,0,1
582,0,0,1,0,0,0,0,0,0,0,0,1
780,1,1,1,1,1,1,1,1,1,1,1,1
268,1,1,1,1,1,1,1,0,0,1,1,1
1553,0,0,1,0,0,0,0,0,1,0,0,0
132,0,0,0,1,0,0,0,0,0,0,1,0
1255,0,1,0,0,0,0,0,1,0,0,0,0
555,1,0,1,1,1,1,0,1,0,1,0,1
118,0,0,1,0,0,1,0,0,0,1,1,0
1589,0,1,0,0,0,0,1,0,0,0,0,0
322,1,1,1,1,1,1,0,1,1,1,1,0
1526,0,1,0,0,0,0,0,0,0,0,1,0
1498,0,1,0,0,0,0,0,1,0,0,0,0
65,0,1,0,1,0,0,0,0,0,0,0,0
1578,0,0,0,0,0,0,1,1,0,0,0,0
1898,1,0,0,0,0,1,1,0,0,1,0,0
1185,1,1,0,1,0,1,1,1,1,0,1,0
813,1,1,0,0,0,0,1,1,1,1,0,0
1305,0,1,1,0,1,1,0,0,0,0,0,0
1706,0,1,0,0,0,0,0,0,0,1,0,0
1093,1,0,1,1,0,0,1,1,0,0,1,0
1180,0,1,0,0,0,0,0,0,0,0,0,1
1051,1,0,1,1,1,1,1,0,1,1,1,1
883,0,0,1,0,0,1,0,0,0,0,0,0
248,1,1,1,1,1,0,1,1,1,1,0,1
1894,1,1,0,0,0,1,0,1,0,0,0,0
1619,1,0,1,0,0,0,0,0,0,0,0,0
697,0,0,0,0,1,0,0,1,0,0,0,0
1581,0,1,0,0,0,0,0,0,1,0,0,0
821,1,1,0,0,1,1,1,1,0,0,0,0
1790,1,0,0,0,1,0,0,1,1,1,1,0
501,1,1,1,1,1,0,1,0,1,1,0,0
547,1,0,0,1,0,0,0,0,0,0,0,0
827,1,0,0,0,1,0,1,1,0,0,1,1
1000,1,0,0,1,1,0,0,0,0,0,1,0
1516,1,0,1,0,1,0,0,1,0,1,0,1
1708,0,0,1,1,0,0,0,0,0,1,1,0
1450,0,0,1,0,0,0,0,0,0,1,0,0
1074,0,0,0,0,0,1,0,0,0,0,0,1
857,0,0,0,0,1,0,1,0,0,0,0,0
513,1,0,0,0,0,0,0,0,0,1,0,0
1791,1,0,0,1,0,0,0,1,1,1,0,1
1043,1,0,1,0,1,1,1,0,0,0,1,0
970,0,1,0,0,0,0,1,0,0,1,1,0
