global_idx,Breast,Lung,Bowel,Prostate,Cervix,Skin,Myeloid,Lymphoid,Brain,Liver,Ovary,Stomach
497,1,1,1,1,1,1,1,0,1,0,1,1
517,1,1,1,1,1,1,1,0,1,1,1,0
525,0,1,0,0,1,0,0,0,0,0,0,0
534,1,0,0,1,0,0,0,1,0,0,1,0
537,1,1,1,1,1,0,1,1,1,1,0,1
561,1,0,0,0,1,1,0,0,0,1,0,0
575,0,0,1,0,0,0,0,0,1,0,0,0
576,0,0,1,0,0,0,0,0,0,1,0,0
587,1,1,0,0,0,1,0,1,0,0,0,0
594,0,1,0,0,0,0,0,0,0,1,0,0
605,1,1,1,1,1,1,1,1,1,1,1,1
618,1,0,0,1,1,0,0,0,1,0,1,1
638,1,1,1,1,0,0,1,0,1,1,0,1
644,1,1,1,1,1,1,1,1,1,1,1,1
659,1,1,1,1,0,1,1,1,1,1,1,0
660,0,0,0,1,0,1,1,1,0,0,0,0
667,1,0,1,1,1,1,1,1,1,1,0,1
676,1,1,1,1,1,0,0,0,1,0,0,0
706,1,1,1,0,1,1,1,0,1,1,0,0
717,0,0,0,0,1,0,1,0,0,0,0,0
718,1,0,0,0,0,0,0,0,0,1,0,0
741,0,1,1,0,1,1,1,1,1,1,0,0
748,1,0,1,0,1,1,1,1,0,1,0,1
763,1,1,1,1,1,1,1,1,1,1,1,1
773,1,1,1,1,1,0,0,1,1,1,0,0
777,0,1,1,0,0,0,0,0,0,0,0,0
781,1,1,1,1,1,1,1,1,1,1,1,1
786,1,1,1,1,1,1,1,1,1,1,1,1
792,0,1,0,0,0,0,0,0,1,0,0,0
800,1,0,1,1,0,0,1,1,1,0,0,0
803,1,0,1,0,0,0,1,1,1,1,0,0
804,1,0,0,0,1,0,1,1,1,0,0,1
805,1,0,0,1,0,0,1,1,1,1,0,0
826,1,0,1,0,1,0,1,1,0,0,0,1
828,1,0,0,0,1,1,1,1,1,0,0,0
830,1,0,0,0,0,1,1,1,1,0,0,1
845,1,0,1,0,0,1,1,1,1,0,0,0
847,0,0,0,0,1,0,0,0,0,0,0,1
858,1,0,0,0,0,0,1,0,0,0,0,0
859,1,1,1,0,0,0,0,0,0,1,0,0
867,0,0,0,0,0,0,1,0,0,1,0,0
872,1,0,1,1,1,0,1,1,1,0,0,1
880,0,0,1,0,1,1,1,1,1,0,1,1
886,1,1,1,1,1,0,0,1,0,0,0,0
890,1,1,0,1,0,1,1,1,1,0,0,1
893,0,0,0,1,1,0,0,0,0,0,0,0
902,1,1,0,0,0,1,1,0,1,0,0,1
910,1,0,0,0,0,0,1,0,0,0,0,0
931,0,0,0,0,0,0,1,0,0,0,0,1
947,0,0,0,0,0,0,0,0,1,1,0,0
963,0,1,1,1,0,0,1,1,1,1,0,1
965,0,0,0,1,1,0,1,1,0,0,0,0
968,0,1,0,0,0,0,1,0,1,0,0,1
971,1,1,1,0,0,1,1,1,0,0,1,1
974,0,0,0,0,0,1,1,1,0,0,1,0
992,1,1,1,0,0,1,1,0,1,1,1,0
993,1,1,0,1,0,0,1,0,1,0,0,1
1036,0,1,0,0,1,0,0,0,0,0,0,0
1039,1,0,1,1,0,1,1,0,0,1,1,1
1046,1,0,1,0,0,1,1,0,0,0,0,0
1058,1,0,0,1,0,0,0,0,0,0,0,0
1064,0,0,0,1,0,1,0,0,0,0,0,0
1065,1,0,1,1,0,1,0,0,0,0,0,0
1067,0,1,1,1,0,1,0,0,0,0,0,0
1084,0,1,0,0,0,0,1,0,0,0,0,0
1135,1,1,0,0,0,1,0,0,0,1,0,0
1142,0,0,0,0,0,0,0,1,0,0,1,0
1148,1,1,0,0,0,1,0,0,0,1,0,0
1152,1,1,1,0,1,1,1,1,0,0,1,0
1160,0,1,0,1,1,1,0,0,0,0,0,0
1182,0,1,1,0,0,0,0,0,0,0,0,0
1184,0,1,0,0,0,1,0,0,0,0,0,0
1198,1,1,1,0,0,0,1,1,1,0,0,0
1224,1,0,0,1,1,0,0,0,1,0,0,0
1229,0,1,0,0,1,0,0,0,0,0,0,0
1230,1,0,0,0,0,0,1,0,1,0,1,0
1231,1,0,1,1,1,1,1,1,1,1,0,1
1240,1,1,1,1,0,0,1,1,1,1,1,1
1241,1,1,1,1,0,1,1,1,0,1,1,1
1256,0,1,0,0,0,0,1,0,0,0,0,0
1258,1,1,1,1,0,0,1,0,0,0,1,0
1261,0,1,0,0,0,0,0,0,0,0,0,1
1266,0,0,1,0,0,0,0,0,0,1,0,0
1272,1,1,1,1,1,1,0,1,1,1,0,1
1275,0,1,0,0,0,0,0,0,0,1,0,0
1291,1,0,0,1,1,1,1,0,0,0,0,1
1303,0,1,0,1,0,1,0,0,1,0,1,1
1317,1,0,1,0,1,0,0,0,0,1,0,0
1332,0,1,0,0,0,1,0,0,0,0,0,0
1346,1,0,0,0,0,1,0,0,1,1,0,0
1348,1,0,0,0,0,0,0,0,0,1,0,0
1350,0,0,0,1,0,0,0,0,0,0,1,0
1352,0,0,0,1,0,0,0,0,1,0,0,0
1355,0,1,1,0,1,0,1,0,0,0,0,0
1362,1,0,0,0,0,0,0,0,0,0,1,0
1364,0,0,1,1,0,0,0,0,0,0,0,0
1374,0,1,1,0,1,1,1,0,0,1,1,1
1387,0,0,1,1,0,0,0,0,0,0,0,0
1393,0,0,1,0,0,0,0,0,0,0,1,0
1394,0,0,1,0,0,0,0,1,0,0,0,0
1395,0,1,1,0,0,0,0,0,0,0,1,1
1407,0,0,0,0,0,1,0,0,1,0,0,0
1418,0,1,0,0,0,0,0,0,0,0,1,0
1442,1,1,0,0,0,0,0,0,0,0,0,0
1455,0,1,1,1,0,0,0,1,1,0,0,1
1459,0,1,0,0,0,0,0,0,0,0,1,0
1466,0,1,1,1,0,1,1,1,1,1,0,0
1469,0,1,0,0,1,0,0,0,0,0,0,0
1484,0,0,0,0,0,1,1,0,0,0,0,0
1486,0,1,0,1,0,1,0,0,1,0,0,0
1488,1,1,1,1,1,1,1,1,1,1,1,1
1489,1,1,1,1,1,1,1,1,1,1,1,1
1492,1,0,0,0,0,1,0,0,1,0,1,0
1497,0,1,0,0,1,0,0,0,0,0,0,0
1503,0,1,1,0,1,0,1,0,1,1,1,1
1504,0,1,0,0,0,0,0,0,1,0,0,0
1514,1,1,0,0,0,0,1,0,0,0,1,0
1533,1,0,1,0,0,0,0,0,0,0,0,0
1538,0,1,0,0,0,0,0,0,1,0,0,0
1540,1,1,0,1,0,0,0,0,1,0,0,0
1548,0,0,1,0,0,0,0,0,1,0,0,0
1557,0,1,0,0,0,1,1,0,0,1,0,0
1566,1,0,0,0,0,0,0,0,0,1,0,0
1591,0,1,0,0,1,1,0,0,0,0,1,0
1610,0,1,1,0,0,0,1,1,0,0,0,0
1612,1,0,0,0,0,0,0,0,0,0,0,1
1624,1,0,0,1,1,1,1,0,0,1,0,0
1633,1,0,0,0,0,0,1,0,0,0,0,0
1651,0,1,0,0,0,0,0,0,1,0,0,0
1652,0,1,0,0,0,0,1,0,1,1,0,0
1664,0,0,0,1,1,1,1,1,0,1,0,0
1678,0,0,0,0,0,1,0,0,0,1,0,0
1726,1,0,1,1,0,1,0,0,0,0,0,0
1729,1,1,1,1,1,1,0,1,1,1,0,1
1744,0,0,0,0,1,0,1,1,0,1,0,0
1751,1,1,0,1,1,0,0,0,1,1,0,0
1753,1,0,0,0,0,1,1,1,0,0,1,1
1762,1,1,0,0,0,1,1,1,0,0,1,0
1818,1,0,0,0,0,1,0,0,0,1,1,0
1837,0,0,1,1,0,0,1,0,0,0,0,1
1839,0,0,1,1,0,0,0,0,0,1,1,0
1848,0,0,0,0,0,0,1,0,0,0,0,1
1864,0,1,0,0,0,0,0,0,0,1,0,0
1866,1,0,1,1,0,1,1,1,1,1,1,1
1874,1,0,0,1,0,0,0,0,0,0,0,0
1889,1,0,0,0,0,1,0,0,1,0,1,0
1896,1,0,1,0,0,1,0,0,0,1,0,0
1911,0,0,0,0,0,1,0,0,1,0,0,0
1913,1,0,0,0,0,0,0,0,0,1,0,0
1915,1,1,1,1,1,1,1,1,0,1,1,0
1923,1,1,1,1,1,0,0,0,0,1,0,0
1939,1,0,1,1,0,0,0,1,0,0,0,0
